frame.number,frame.time,frame.time_relative,frame.time_delta,ip.src,ip.dst,ip.proto,frame.len,frame.protocols,data.len
"420","May 24, 2022 23:02:42.434553900 PDT","0.112982500","0.000117000","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"421","May 24, 2022 23:02:42.434554700 PDT","0.112983300","0.000000800","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"422","May 24, 2022 23:02:42.434555300 PDT","0.112983900","0.000000600","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"423","May 24, 2022 23:02:42.434556000 PDT","0.112984600","0.000000700","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"424","May 24, 2022 23:02:42.434612800 PDT","0.113041400","0.000056800","172.17.0.2","173.194.12.135","17","76","eth:ethertype:ip:udp:data","34"
"425","May 24, 2022 23:02:42.434736700 PDT","0.113165300","0.000123900","172.17.0.2","173.194.12.135","17","76","eth:ethertype:ip:udp:data","34"
"426","May 24, 2022 23:02:42.434845100 PDT","0.113273700","0.000108400","172.17.0.2","173.194.12.135","17","76","eth:ethertype:ip:udp:data","34"
"427","May 24, 2022 23:02:42.435525000 PDT","0.113953600","0.000679900","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"428","May 24, 2022 23:02:42.435526000 PDT","0.113954600","0.000001000","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"429","May 24, 2022 23:02:42.435526600 PDT","0.113955200","0.000000600","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"430","May 24, 2022 23:02:42.435527300 PDT","0.113955900","0.000000700","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"431","May 24, 2022 23:02:42.435527900 PDT","0.113956500","0.000000600","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"432","May 24, 2022 23:02:42.435528500 PDT","0.113957100","0.000000600","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"433","May 24, 2022 23:02:42.435529100 PDT","0.113957700","0.000000600","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"434","May 24, 2022 23:02:42.435529700 PDT","0.113958300","0.000000600","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"435","May 24, 2022 23:02:42.435537600 PDT","0.113966200","0.000007900","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"436","May 24, 2022 23:02:42.435538200 PDT","0.113966800","0.000000600","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"437","May 24, 2022 23:02:42.435538800 PDT","0.113967400","0.000000600","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"438","May 24, 2022 23:02:42.435539400 PDT","0.113968000","0.000000600","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"439","May 24, 2022 23:02:42.435540000 PDT","0.113968600","0.000000600","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"440","May 24, 2022 23:02:42.435540700 PDT","0.113969300","0.000000700","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"441","May 24, 2022 23:02:42.435541300 PDT","0.113969900","0.000000600","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"442","May 24, 2022 23:02:42.435609300 PDT","0.114037900","0.000068000","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"443","May 24, 2022 23:02:42.435610100 PDT","0.114038700","0.000000800","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"444","May 24, 2022 23:02:42.435632300 PDT","0.114060900","0.000022200","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"445","May 24, 2022 23:02:42.435690500 PDT","0.114119100","0.000058200","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"446","May 24, 2022 23:02:42.435691300 PDT","0.114119900","0.000000800","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"447","May 24, 2022 23:02:42.435786400 PDT","0.114215000","0.000095100","172.17.0.2","173.194.12.135","17","76","eth:ethertype:ip:udp:data","34"
"448","May 24, 2022 23:02:42.435902700 PDT","0.114331300","0.000116300","172.17.0.2","173.194.12.135","17","76","eth:ethertype:ip:udp:data","34"
"449","May 24, 2022 23:02:42.438498400 PDT","0.116927000","0.002595700","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"450","May 24, 2022 23:02:42.438499500 PDT","0.116928100","0.000001100","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"451","May 24, 2022 23:02:42.438500100 PDT","0.116928700","0.000000600","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"452","May 24, 2022 23:02:42.438500700 PDT","0.116929300","0.000000600","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"453","May 24, 2022 23:02:42.438501300 PDT","0.116929900","0.000000600","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"454","May 24, 2022 23:02:42.438502000 PDT","0.116930600","0.000000700","173.194.12.135","172.17.0.2","17","744","eth:ethertype:ip:udp:data","702"
"455","May 24, 2022 23:02:42.438502600 PDT","0.116931200","0.000000600","173.194.12.135","172.17.0.2","17","69","eth:ethertype:ip:udp:data","27"
"456","May 24, 2022 23:02:42.438679300 PDT","0.117107900","0.000176700","172.17.0.2","173.194.12.135","17","79","eth:ethertype:ip:udp:data","37"
"457","May 24, 2022 23:02:42.438745400 PDT","0.117174000","0.000066100","172.17.0.2","173.194.12.135","17","79","eth:ethertype:ip:udp:data","37"
"458","May 24, 2022 23:02:42.438769000 PDT","0.117197600","0.000023600","172.17.0.2","173.194.12.135","17","79","eth:ethertype:ip:udp:data","37"
"459","May 24, 2022 23:02:42.438791000 PDT","0.117219600","0.000022000","172.17.0.2","173.194.12.135","17","79","eth:ethertype:ip:udp:data","37"
"460","May 24, 2022 23:02:42.445705800 PDT","0.124134400","0.006914800","173.194.12.135","172.17.0.2","17","68","eth:ethertype:ip:udp:data","26"
"461","May 24, 2022 23:02:42.447215600 PDT","0.125644200","0.001509800","172.17.0.2","173.194.12.135","17","80","eth:ethertype:ip:udp:data","38"
"462","May 24, 2022 23:02:42.464534700 PDT","0.142963300","0.017319100","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"463","May 24, 2022 23:02:42.473194000 PDT","0.151622600","0.008659300","172.17.0.2","173.194.12.135","17","80","eth:ethertype:ip:udp:data","38"
"464","May 24, 2022 23:02:42.473652000 PDT","0.152080600","0.000458000","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"465","May 24, 2022 23:02:42.476629500 PDT","0.155058100","0.002977500","172.17.0.2","173.194.12.135","17","1098","eth:ethertype:ip:udp:data","1056"
"466","May 24, 2022 23:02:42.513847400 PDT","0.192276000","0.037217900","173.194.12.135","172.17.0.2","17","71","eth:ethertype:ip:udp:data","29"
"467","May 24, 2022 23:02:42.515393800 PDT","0.193822400","0.001546400","173.194.12.135","172.17.0.2","17","98","eth:ethertype:ip:udp:data","56"
"468","May 24, 2022 23:02:42.515395000 PDT","0.193823600","0.000001200","173.194.12.135","172.17.0.2","17","1288","eth:ethertype:ip:udp:data","1246"
"469","May 24, 2022 23:02:42.515636100 PDT","0.194064700","0.000241100","172.17.0.2","173.194.12.135","17","78","eth:ethertype:ip:udp:data","36"
"470","May 24, 2022 23:02:42.515950500 PDT","0.194379100","0.000314400","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"471","May 24, 2022 23:02:42.515951900 PDT","0.194380500","0.000001400","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"472","May 24, 2022 23:02:42.515952600 PDT","0.194381200","0.000000700","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"473","May 24, 2022 23:02:42.515953200 PDT","0.194381800","0.000000600","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"474","May 24, 2022 23:02:42.515953800 PDT","0.194382400","0.000000600","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"475","May 24, 2022 23:02:42.515954600 PDT","0.194383200","0.000000800","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"476","May 24, 2022 23:02:42.515955200 PDT","0.194383800","0.000000600","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"477","May 24, 2022 23:02:42.515956100 PDT","0.194384700","0.000000900","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"478","May 24, 2022 23:02:42.515969000 PDT","0.194397600","0.000012900","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"479","May 24, 2022 23:02:42.515969900 PDT","0.194398500","0.000000900","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"480","May 24, 2022 23:02:42.515970600 PDT","0.194399200","0.000000700","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"481","May 24, 2022 23:02:42.515971200 PDT","0.194399800","0.000000600","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"482","May 24, 2022 23:02:42.515972300 PDT","0.194400900","0.000001100","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"483","May 24, 2022 23:02:42.515973400 PDT","0.194402000","0.000001100","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"484","May 24, 2022 23:02:42.515998900 PDT","0.194427500","0.000025500","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"485","May 24, 2022 23:02:42.516003400 PDT","0.194432000","0.000004500","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"486","May 24, 2022 23:02:42.516218800 PDT","0.194647400","0.000215400","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
"487","May 24, 2022 23:02:42.516220200 PDT","0.194648800","0.000001400","173.194.12.135","172.17.0.2","17","1292","eth:ethertype:ip:udp:data","1250"
